x,y,z,xt,yt,zt
-0.033628, -0.555241, 1.121099, , , 
-0.166737, -0.251293, 0.504352, , , 
-0.160643, -0.186175, 0.495340, , , 
0.097715, -0.309590, 0.734272, , , 
0.101805, -0.194271, 0.803537, , , 
-0.059602, -0.578072, 1.193931, , , 
0.085257, -0.554617, 1.229985, , , 
-0.077082, -0.672869, 0.837831, , , 
-0.090645, -0.313505, 1.077515, , , 
0.006555, -0.628353, 0.942867, , , 
0.045388, -0.546447, 1.179694, , , 
-0.104563, -0.146496, 0.482637, , , 
-0.103729, -0.209493, 0.697486, , , 
-0.097070, -0.297970, 0.780450, , , 
0.116228, -0.311139, 0.763921, , , 
-0.430735, -0.415784, 0.670115, , , 
0.094727, -0.492191, 1.356580, , , 
0.124342, -0.304730, 0.756525, , , 
0.049631, -0.546120, 1.175688, , , 
-0.023247, -0.512059, 1.310884, , , 
0.106492, -0.214569, 0.901224, , , 
-0.298853, -0.383134, 0.789484, , , 
0.108830, -0.324531, 0.782768, , , 
0.084048, -0.493888, 1.002618, , , 
-0.556246, -0.799201, 0.664795, , , 
-0.189169, -0.481818, 0.848240, , , 
-0.539184, -0.531226, 0.652902, , , 
0.053200, -0.557786, 1.197050, , , 
0.093622, -0.470748, 1.221225, , , 
0.251432, -0.148603, 0.612832, , , 
-0.499572, -0.756790, 0.662401, , , 
-0.199617, -0.323460, 0.476310, , , 
-0.199782, -0.254634, 0.487498, , , 
0.149258, -0.325385, 0.757424, , , 
0.051818, -0.532396, 1.159443, , , 
0.261628, -0.156725, 0.642667, , , 
-0.079865, -0.535341, 0.746577, , , 
-0.568540, -1.043894, 0.567535, , , 
0.202969, -0.453970, 0.910232, , , 
0.266412, -0.152818, 0.629131, , , 
0.129045, -0.243910, 1.025283, , , 
-0.185462, -0.253880, 0.498545, , , 
0.138089, -0.239390, 1.008662, , , 
-0.061479, -0.442458, 1.473062, , , 
0.062397, -0.202355, 0.848804, , , 
0.061920, -0.523855, 1.126441, , , 
0.126837, -0.421410, 0.725174, , , 
-0.418742, -0.237979, 0.382776, , , 
0.171697, -0.155012, 0.646855, , , 
0.225739, -0.391884, 0.842822, , , 
-0.587463, -0.883875, 0.586651, , , 
-0.060272, -0.362616, 0.797198, , , 
0.021627, -0.495451, 1.206661, , , 
0.100776, -0.224157, 0.917830, , , 
-0.195585, -0.646059, 0.790805, , , 
-0.383293, -0.257377, 0.642574, , , 
-0.059871, -0.807523, 1.119769, , , 
-0.041044, -0.249911, 1.048456, , , 
0.089087, -0.235916, 0.778192, , , 
0.107837, -0.249051, 0.777753, , , 
0.060515, -0.245834, 1.054608, , , 
-0.475032, -0.391232, 0.282048, , , 
0.236986, -0.155377, 0.644630, , , 
-0.057150, -0.296164, 0.720469, , , 
-0.243078, -0.430429, 0.621135, , , 
-0.621379, -1.092410, 1.034714, , , 
-0.145881, -0.513394, 0.627474, , , 
0.060204, -0.606719, 1.270921, , , 
-0.409110, -0.643570, 1.002377, , , 
0.047599, -0.256008, 0.779147, , , 
-0.778978, -1.074429, 0.587207, , , 
0.111701, -0.211900, 0.890336, , , 
0.072167, -0.234779, 0.780837, , , 
0.038331, -0.326527, 0.785726, , , 
-0.057015, -0.190338, 0.800175, , , 
0.012019, -0.182470, 0.759251, , , 
0.071315, -0.200639, 0.786243, , , 
0.019903, -0.064092, -0.941793, , , 
-0.147273, -0.095497, -0.728691, , , 
-0.093282, -0.168851, -0.829884, , , 
0.146877, -0.046053, -1.057072, , , 
0.054598, -0.062011, -0.711138, , , 
-0.321023, -0.025268, -0.531334, , , 
0.533543, -0.000031, -0.563837, , , 
0.248578, -0.226861, -1.015604, , , 
-0.032954, 0.056213, -0.575104, , , 
0.193948, -0.289401, -0.745237, , , 
0.598055, -0.412909, -1.125553, , , 
-0.105528, -0.509201, -0.811005, , , 
-0.177818, -0.508239, -0.792919, , , 
-0.148709, -0.005557, -0.641598, , , 
-0.258055, -0.260921, -0.794984, , , 
0.441600, -0.505596, -0.956051, , , 
-0.096379, -0.058446, -0.920415, , , 
-0.149139, 0.049155, -0.308489, , , 
0.333946, -0.453748, -1.024017, , , 
-0.147396, 0.115352, -0.422370, , , 
0.716883, -0.344869, -0.976933, , , 
0.470538, 0.130676, -0.585458, , , 
-0.422847, -0.190280, -0.589452, , , 
0.057955, -0.415515, -0.755805, , , 
-0.316603, -0.346546, -0.818825, , , 
-0.169768, -0.078565, -0.537810, , , 
-0.198826, -0.219680, -0.787442, , , 
-0.149871, 0.068360, -0.419972, , , 
-0.159686, 0.048385, -0.495839, , , 
-0.378442, 0.015529, -1.110123, , , 
-0.457316, -0.073723, -0.625239, , , 
-0.098645, 0.012504, -0.588213, , , 
0.304763, -0.078666, -1.089334, , , 
-0.090412, 0.055401, -0.588778, , , 
0.383647, 0.007712, -0.583988, , , 
0.459277, 0.072965, -0.571591, , , 
0.129354, 0.021244, -0.586481, , , 
0.431040, 0.150134, -1.100169, , , 
0.048024, 0.095684, -0.569325, , , 
0.310989, 0.215484, -0.860693, , , 
0.156430, -0.178081, -1.114455, , , 
0.374347, -0.056816, -0.896264, , , 
0.511656, -0.455439, -0.994223, , , 
0.411069, -0.368782, -0.683742, , , 
0.359447, -0.354271, -0.656066, , , 
0.388991, -0.015100, -0.832065, , , 
-0.162632, -0.102141, 0.215096, , , 
-0.111756, -0.194736, 0.566769, , , 
-0.459105, -0.384132, 0.549649, , , 
-0.154059, -0.132656, 0.570243, , , 
-0.604552, -0.387650, 0.593152, , , 
-0.533590, -0.446952, 0.471356, , , 
-0.281437, -0.463167, 0.099524, , , 
-0.412570, -0.415253, 0.099991, , , 
-0.517650, -0.265407, 0.439917, , , 
-0.150201, -0.148634, 0.577091, , , 
-0.233642, -0.312074, 0.215499, , , 
-0.428286, -0.463372, -0.167352, , , 
-0.152132, -0.129375, 0.267141, , , 
-0.366746, -0.397800, -0.220052, , , 
-0.157814, -0.073867, 0.209759, , , 
-0.262850, -0.085155, -0.043512, , , 
-0.456727, -0.339233, -0.021222, , , 
-0.906575, -0.480825, 0.585206, , , 
-0.152225, -0.135250, 0.366993, , , 
0.089479, -0.128747, 0.540470, , , 
-0.419558, -0.225694, -0.144149, , , 
-0.149444, -0.093112, 0.237829, , , 
-0.142783, -0.129874, 0.324639, , , 
-0.431361, -0.518720, -0.382909, , , 
-0.612582, -0.407085, 0.635254, , , 
-0.156134, -0.192426, 0.525240, , , 
-0.408572, -0.229149, 0.014189, , , 
-0.348670, -0.255237, 0.290231, , , 
-0.404889, -0.393459, -0.135944, , , 
-0.320850, -0.432220, 0.175024, , , 
-0.321504, -0.328320, 0.126239, , , 
-0.152787, -0.073758, 0.221060, , , 
-0.149525, -0.078778, 0.212965, , , 
-0.382919, -0.391696, -0.080626, , , 
-0.456533, -0.338961, -0.022575, , , 
-0.154651, -0.039559, -0.026938, , , 
-0.151064, -0.064889, 0.295651, , , 
-0.152966, -0.027141, -0.029324, , , 
-0.387774, -0.362639, -0.156974, , , 
-0.423502, -0.516206, -0.188518, , , 
-0.153056, -0.091315, 0.219562, , , 
-0.358723, -0.384044, -0.158115, , , 
-0.140193, -0.148206, 0.357820, , , 
-0.369723, -0.292928, 0.091707, , , 
-0.428626, -0.499247, -0.372817, , , 
-0.429676, -0.320066, 0.083095, , , 
-0.155034, -0.153018, 0.467113, , , 
-0.589867, -0.357498, 0.319258, , , 
-0.384508, -0.289166, -0.108588, , , 
-0.156870, -0.063521, -0.001572, , , 
-0.394225, -0.317736, 0.047585, , , 
-0.357696, -0.336571, -0.046010, , , 
-0.331370, -0.394517, -0.116194, , , 
-0.147826, -0.128783, 0.320277, , , 
-0.151218, -0.034688, 0.176251, , , 
-0.292667, -0.310094, -0.169369, , , 
-0.482592, -0.404387, 0.155687, , , 
-0.385386, -0.250916, -0.310304, , , 
-0.494733, -0.355433, 0.301791, , , 
-0.463887, -0.394740, 0.113297, , , 
-0.405068, -0.280751, 0.341685, , , 
-0.451608, -0.189923, -0.178496, , , 
-0.497043, -0.458531, 0.512050, , , 
-0.320737, -0.068780, -0.146989, , , 
-0.254117, -0.307430, -0.228448, , , 
-0.945728, -0.559397, 0.614425, , , 
-0.158493, -0.147605, 0.340727, , , 
-0.148590, -0.026695, -0.024976, , , 
-0.109999, -0.098056, 0.280440, , , 
-0.356276, -0.288051, 0.104634, , , 
-0.149215, -0.134442, 0.289003, , , 
-0.154307, -0.140795, 0.519090, , , 
-0.376824, -0.419361, -0.157671, , , 
-0.366054, -0.180758, -0.270563, , , 
-0.408629, -0.507620, -0.160914, , , 
-0.407854, -0.222698, -0.130808, , , 
-0.155298, -0.165878, 0.552411, , , 
-0.358321, -0.217986, -0.063318, , , 
-0.308242, -0.378539, 0.075791, , , 
-0.406262, -0.295675, -0.140160, , , 
-0.508100, -0.408996, 0.158859, , , 
-0.446082, -0.353165, -0.002893, , , 
-0.381811, -0.356638, 0.090850, , , 
-0.435979, -0.510466, -0.389324, , , 
-0.367655, -0.136023, -0.277852, , , 
-0.331700, -0.403117, 0.031848, , , 
-0.147507, -0.164619, 0.547572, , , 
-0.453296, -0.184890, -0.193350, , , 
-0.142886, -0.186321, 0.603061, , , 
-0.154245, -0.000683, 0.027665, , , 
-0.136741, -0.179545, 0.554088, , , 
-0.330487, -0.063713, -0.168019, , , 
0.087284, -0.132934, 0.559893, , , 
-0.228259, -0.169362, 0.297954, , , 
-0.142684, -0.191045, 0.518964, , , 
-0.402638, -0.231049, -0.223816, , , 
-0.509334, -0.345101, 0.527310, , , 
-0.151153, -0.125439, 0.553322, , , 
-0.151015, -0.148220, 0.574998, , , 
-0.386950, -0.185044, -0.479489, , , 
-0.438367, -0.132597, -0.793387, , , 
-0.181711, -0.199110, 0.507562, , , 
-0.152350, -0.134565, 0.289159, , , 
-0.410220, -0.273915, -0.077882, , , 
-0.406859, -0.280895, 0.340503, , , 
-0.439799, -0.233134, -0.021148, , , 
-0.465282, -0.086091, -0.629508, , , 
-0.347110, -0.143841, -0.257661, , , 
-0.264008, -0.313553, -0.237373, , , 
-0.176319, -0.126876, 0.294135, , , 
-0.162545, -0.075191, 0.338690, , , 
-0.134625, -0.142745, 0.476331, , , 
-0.195008, -0.334570, 0.639149, , , 
-0.405199, -0.449420, -0.179951, , , 
-0.139211, -0.157780, 0.466135, , , 
-0.332584, -0.234686, 0.279360, , , 
-0.161873, -0.166542, 0.535247, , , 
-0.147889, -0.123591, 0.325418, , , 
-0.178967, -0.005360, -0.258285, , , 
-0.393179, -0.048872, -0.639974, , , 
-0.637789, -0.482373, 0.606049, , , 
-0.127700, -0.122364, -0.223070, , , 
0.000167, -0.210707, -0.370511, , , 
-0.147684, -0.132313, 0.421361, , , 
-0.156122, -0.186769, -0.147155, , , 
-0.152882, -0.141805, 0.518949, , , 
-0.459382, -0.342278, 0.286353, , , 
-0.483289, -0.397224, 0.094069, , , 
-0.150858, -0.166713, 0.583974, , , 
-0.296085, -0.308196, -0.172495, , , 
-0.242710, -0.106602, -0.620279, , , 
0.047544, -0.395610, -0.144012, , , 
-0.465652, -0.305968, 0.409939, , , 
-0.149528, -0.082996, 0.376175, , , 
0.001783, -0.211603, -0.370697, , , 
-0.395262, -0.360353, 0.115363, , , 
-0.108832, -0.078805, -0.640963, , , 
-0.143235, -0.150996, 0.359599, , , 
-0.129057, -0.577392, -0.889003, , , 
-0.077638, -0.504534, -0.643576, , , 
-0.152914, -0.185068, 0.495363, , , 
-0.282024, -0.388024, 0.170001, , , 
-0.155049, -0.078164, 0.283294, , , 
-0.152083, -0.086617, 0.227015, , , 
-0.402466, -0.162617, -0.382669, , , 
-0.165051, -0.221864, 0.510692, , , 
-0.126463, -0.117361, 0.391716, , , 
-0.163907, 0.003519, -0.566850, , , 
-0.159276, -0.188251, -0.154233, , , 
-0.693107, -0.439963, 0.587653, , , 
-0.192956, -0.190508, -0.242817, , , 
-0.394805, -0.361774, 0.111692, , , 
-0.146578, -0.076064, 0.227006, , , 
-0.156304, -0.121021, 0.525132, , , 
-0.158096, 0.006200, -0.536310, , , 
-0.145897, -0.172198, 0.447383, , , 
-0.336096, -0.205426, 0.342824, , , 
-0.267778, -0.227145, 0.305897, , , 
-0.331469, -0.311571, -0.134582, , , 
-0.415644, -0.297131, -0.149870, , , 
-0.132767, -0.186678, -0.424811, , , 
-0.341001, -0.389064, 0.097088, , , 
-0.408472, -0.358868, -0.088311, , , 
-0.440740, -0.278947, -0.120955, , , 
-0.389514, -0.363640, -0.159592, , , 
-0.225785, -0.545763, -0.917795, , , 
-0.337053, -0.339715, 0.105322, , , 
-0.177977, -0.576632, -0.882513, , , 
-0.189356, 0.003999, -0.228117, , , 
-0.345180, -0.350641, -0.157331, , , 
-0.234074, -0.427078, -0.799989, , , 
-0.209822, -0.128698, -0.670659, , , 
-0.485995, -0.425353, 0.479352, , , 
-0.457705, -0.532225, -0.429070, , , 
-0.289002, -0.211575, -0.723383, , , 
-0.122577, -0.163491, -0.905218, , , 
-0.148544, -0.145996, 0.335722, , , 
-0.600309, -0.450597, 0.547411, , , 
-0.561321, -0.258266, -0.060163, , , 
-0.146576, 0.031136, -0.428352, , , 
-0.462088, -0.139884, -0.467525, , , 
-0.436405, -0.241846, 0.053880, , , 
-0.565413, -0.347410, 0.335539, , , 
-0.230352, -0.475908, -0.819239, , , 
-0.428770, -0.325633, 0.016931, , , 
-0.441959, -0.489130, -0.206169, , , 
-0.067106, -0.666917, -0.946836, , , 
-0.587597, -0.333659, -0.105669, , , 
-0.288055, -0.202245, -0.719328, , , 
-0.149922, -0.104862, 0.233314, , , 
-0.147867, -0.164718, 0.414050, , , 
-0.139836, -0.147420, 0.465250, , , 
-0.150077, -0.155126, 0.499930, , , 
-0.184710, -0.224488, 0.504221, , , 
-0.444454, -0.389471, 0.309533, , , 
-0.446796, -0.396053, 0.305188, , , 
-0.266966, -0.314154, -0.235126, , , 
-0.146645, -0.164712, 0.539170, , , 
-0.362146, -0.016542, -0.780826, , , 
-0.114696, -0.176783, 0.555908, , , 
-0.149436, -0.096137, 0.421906, , , 
-0.345209, -0.350539, 0.199753, , , 
-0.158116, -0.150911, 0.473359, , , 
-0.471858, -0.349159, -0.009414, , , 
-0.138782, -0.099625, 0.444758, , , 
-0.315032, -0.162925, -0.738162, , , 
-0.312573, -0.220261, 0.125294, , , 
-0.426693, -0.350938, -0.666043, , , 
-0.309170, -0.439695, 0.083063, , , 
-0.516460, 0.017220, -1.066303, , , 
-0.345083, -0.323049, 0.071467, , , 
-0.402832, -0.048371, -0.652059, , , 
-0.299909, -0.220292, 0.137741, , , 
-0.401910, -0.370214, -0.172070, , , 
-0.327545, -0.456751, 0.062783, , , 
-0.316437, -0.349171, 0.085987, , , 
-0.242100, -0.066748, -0.777718, , , 
-0.132923, -0.146443, 0.467999, , , 
-0.145125, -0.136123, 0.372191, , , 
-0.187873, 0.103943, -0.383699, , , 
-0.178313, -0.573496, -0.869663, , , 
-0.167375, -0.116969, 0.308228, , , 
-0.456398, -0.342056, 0.030045, , , 
-0.474628, -0.190599, -0.216854, , , 
-0.164546, -0.081433, 0.210240, , , 
-0.087922, -0.770380, -1.735440, , , 
-0.320123, -0.359944, 0.174476, , , 
-0.147435, -0.087048, 0.393279, , , 
-0.143140, 0.018612, -0.395257, , , 
-0.150819, -0.121645, 0.321416, , , 
-0.406389, -0.294733, -0.138565, , , 
-0.167109, -0.099944, 0.337939, , , 
-0.148065, -0.092847, 0.224651, , , 
-0.145523, -0.130069, 0.321753, , , 
-0.209814, -0.340221, 0.245470, , , 
-0.144202, -0.097254, 0.426157, , , 
-0.361924, -0.211285, -0.072509, , , 
-0.155420, 0.021056, -0.069932, , , 
-0.114850, -0.616421, -0.983380, , , 
-0.419043, -0.512059, -0.178584, , , 
-0.043296, -0.644178, -0.886854, , , 
-0.322262, -0.319995, 0.063195, , , 
-0.339861, -0.375948, -0.174946, , , 
-0.145821, -0.117687, 0.328161, , , 
-0.358401, -0.439620, 0.089598, , , 
-0.423294, -0.358745, -0.652803, , , 
-0.291121, -0.467046, 0.086046, , , 
-0.429889, -0.463423, -0.173933, , , 
-0.151174, -0.085494, 0.286882, , , 
-0.175947, -0.003046, -0.945780, , , 
0.108879, -0.209804, -0.801475, , , 
-0.148546, -0.146668, 0.336548, , , 
-0.151183, -0.183873, -0.130371, , , 
0.386812, -0.376445, -0.583400, , , 
-0.150556, -0.073349, 0.225666, , , 
-0.113721, -0.079976, 0.331230, , , 
-0.143424, -0.079885, 0.354792, , , 
-0.158374, -0.188277, -0.155020, , , 
-0.147100, -0.124248, 0.316142, , , 
-0.437178, -0.285144, -0.012013, , , 
-0.065050, -0.646572, -0.879894, , , 
0.132833, 0.135041, -0.550296, , , 
0.316136, 0.141356, -0.574808, , , 
-0.015929, 0.125695, -0.541860, , , 
-0.365030, -0.400882, 0.082752, , , 
0.001856, 0.023111, -0.600128, , , 
-0.339682, -0.184612, -0.228268, , , 
-0.442620, -0.091446, -0.582759, , , 
0.042142, -0.402217, -0.759207, , , 
-0.154522, -0.103286, 0.160304, , , 
-0.153099, -0.116940, 0.321934, , , 
-0.170416, -0.307584, 0.285103, , , 
-0.232959, -0.005216, -0.805742, , , 
0.098429, -0.293262, -0.833533, , , 
-0.230735, -0.500350, -0.840083, , , 
-0.084413, -0.005259, -0.819919, , , 
-0.247595, -0.320094, -0.231779, , , 
-0.040747, -0.004756, -0.826654, , , 
-0.232415, 0.033274, -1.245226, , , 
-0.079924, -0.102930, -0.720582, , , 
-0.134123, -0.132133, 0.426552, , , 
-0.145818, -0.116972, 0.328612, , , 
-0.116765, -0.090512, 0.398579, , , 
-0.423956, -0.366422, 0.140090, , , 
-0.094783, 0.009326, -0.939822, , , 
-0.376307, -0.018710, -0.679255, , , 
0.130911, 0.020208, -0.591442, , , 
0.038871, -0.424759, -0.766218, , , 
0.332898, -0.482003, -1.055292, , , 
0.132403, 0.022066, -0.598341, , , 
0.154960, -0.323003, -0.798188, , , 
-0.173074, -0.356853, 0.240504, , , 
-0.167763, 0.275754, -1.113776, , , 
0.129327, 0.020436, -0.572585, , , 
-0.152389, -0.134767, 0.284301, , , 
-0.165936, -0.143512, 0.375774, , , 
-0.424701, -0.471257, -0.206595, , , 
-0.191926, -0.330182, 0.302486, , , 
-0.149405, 0.044171, -0.141922, , , 
-0.147894, -0.129843, 0.271300, , , 
-0.406091, -0.419414, -0.131934, , , 
-0.601157, -0.453577, 0.119128, , , 
-0.424904, -0.460663, -0.165163, , , 
-0.317944, -0.380016, 0.050319, , , 
-0.153813, -0.124124, 0.360366, , , 
-0.014636, -0.057680, -0.978328, , , 
-0.164621, -0.137039, 0.357659, , , 
-0.051557, -0.100905, -0.211583, , , 
-0.321306, -0.287167, -0.276893, , , 
-0.167105, -0.297443, 0.290150, , , 
-0.131153, -0.157496, 0.402488, , , 
-0.349903, -0.323083, -0.174323, , , 
-0.151316, -0.092051, 0.235299, , , 
-0.285656, -0.410525, -0.807625, , , 
-0.393546, -0.180571, -0.318159, , , 
-0.160451, -0.188771, -0.161112, , , 
-0.090977, 0.007158, -0.885373, , , 
-0.340300, -0.133406, -0.228816, , , 
-0.350169, -0.242893, -0.150810, , , 
-0.328296, -0.303734, -0.138874, , , 
-0.420280, -0.429057, -0.152354, , , 
-0.536986, -0.272804, -0.115133, , , 
0.202684, -0.114247, -0.986398, , , 
0.176397, -0.000335, -0.898761, , , 
-0.356102, -0.142590, -0.577326, , , 
-0.154672, -0.187330, -0.143950, , , 
0.254590, -0.278902, -1.142503, , , 
-0.030320, -0.537817, -0.866081, , , 
-0.029362, -0.527365, -0.876461, , , 
-0.358856, -0.421758, -0.007467, , , 
-0.460047, -0.250278, -0.201917, , , 
-0.378344, -0.412438, -0.154888, , , 
-0.289382, -0.308513, -0.892529, , , 
-0.420176, -0.257320, -0.267634, , , 
-0.150085, -0.104791, 0.232176, , , 
0.300964, 0.130153, -0.546494, , , 
-0.403886, -0.459356, -0.371144, , , 
0.442981, 0.260298, -1.039200, , , 
0.184065, 0.003730, -1.091819, , , 
0.216924, 0.009597, -0.939123, , , 
-0.472673, -0.328647, 0.027526, , , 
-0.394075, -0.366003, -0.162918, , , 
-0.315133, -0.297723, 0.093182, , , 
-0.540544, -0.435950, -0.922984, , , 
-0.153646, -0.065706, 0.011205, , , 
-0.440810, -0.372531, -0.695175, , , 
-0.153654, -0.081936, 0.064695, , , 
0.463294, -0.587075, -1.212453, , , 
0.347323, -0.007951, -0.998892, , , 
-0.621010, -0.245561, -0.321242, , , 
0.242900, -0.275310, -1.086413, , , 
-0.156129, 0.015960, -0.179654, , , 
0.549958, 0.106616, -0.562162, , , 
-0.316452, -0.161333, -0.735881, , , 
0.055521, -0.377637, -0.772286, , , 
-0.291409, -0.390399, -0.777796, , , 
-0.422257, -0.496746, -0.155852, , , 
-0.150179, -0.025753, 0.144767, , , 
-0.121801, -0.265845, -0.758660, , , 
-0.147968, -0.094423, 0.221920, , , 
0.111713, -0.093638, -0.820864, , , 
0.467923, -0.011135, -0.445580, , , 
0.151820, 0.006597, -0.907108, , , 
0.210269, -0.257896, -0.841521, , , 
-0.320951, -0.231837, 0.125746, , , 
0.244153, -0.387079, -0.960013, , , 
0.021840, 0.018683, -0.647835, , , 
0.491030, -0.118082, -1.254358, , , 
0.618017, -0.020560, -0.552473, , , 
0.293645, 0.016052, -0.572543, , , 
-0.293025, -0.303429, -0.164225, , , 
-0.325897, -0.261008, -0.231645, , , 
0.742742, -0.612007, -0.924711, , , 
-0.154369, -0.086731, 0.153542, , , 
-0.696931, -0.511416, -1.281680, , , 
0.487542, 0.016101, -0.561312, , , 
0.055935, -0.384961, -0.793797, , , 
-0.255892, -0.409305, -0.742761, , , 
0.668878, -0.515361, -0.991247, , , 
-0.304882, -0.236469, 0.133254, , , 
-0.305284, -0.188814, -0.731283, , , 
-0.389776, -0.039520, -0.627322, , , 
-0.321948, -0.330343, 0.117982, , , 
-0.153182, -0.035090, 0.119870, , , 
-0.257520, -0.184201, -0.651018, , , 
-0.194112, -0.551459, -0.848164, , , 
0.374831, -0.006589, -0.862995, , , 
-0.438993, -0.433420, -0.155216, , , 
0.323100, -0.470335, -1.018581, , , 
-0.400075, -0.427501, -0.112612, , , 
0.005563, 0.046370, -0.576946, , , 
-0.159349, -0.070936, 0.217535, , , 
-0.331628, -0.265750, -0.242351, , , 
0.036285, 0.040819, -0.789324, , , 
-0.141131, -0.081085, 0.227144, , , 
-0.363599, -0.392599, -0.228632, , , 
-0.146235, -0.035354, 0.182060, , , 
-0.448735, -0.196366, -0.619815, , , 
-0.155586, -0.050103, -0.003384, , , 
-0.382997, -0.366059, -0.079050, , , 
-0.130302, -0.101708, 0.290372, , , 
0.298009, 0.010794, -0.897712, , , 
-0.144573, -0.048926, 0.239788, , , 
0.371427, -0.004148, -1.088036, , , 
-0.374448, -0.206903, 0.065481, , , 
-0.298517, -0.186794, 0.128753, , , 
-0.133300, -0.104912, 0.246573, , , 
0.381204, 0.008576, -0.589093, , , 
-0.371786, -0.402128, -0.147936, , , 
0.184440, -0.298132, -0.735973, , , 
-0.404463, -0.196002, -0.087675, , , 
-0.151653, -0.083582, 0.228085, , , 
-0.151861, -0.000400, 0.033033, , , 
-0.161968, -0.105015, 0.221357, , , 
-0.399292, -0.265130, -0.097402, , , 
-0.157747, -0.062125, 0.060105, , , 
0.129367, 0.019413, -0.578951, , , 
-0.324260, -0.304990, -0.085895, , , 
-0.151947, -0.072201, 0.115801, , , 
-0.142092, -0.095312, -0.977467, , , 
0.153259, -0.053641, -1.015835, , , 
0.048426, -0.332167, -0.642004, , , 
-0.407789, -0.176457, -0.540891, , , 
0.482179, -0.116794, -1.213782, , , 
-0.226087, -0.008386, -0.166740, , , 
0.369837, -0.506403, -0.969703, , , 
-0.296603, -0.127303, -0.726524, , , 
-0.408369, -0.195447, -0.092324, , , 
-0.150067, -0.079894, 0.212843, , , 
-0.468477, -0.116516, -0.528889, , , 
-0.478154, -0.561619, -0.461197, , , 
0.493699, -0.119023, -1.266396, , , 
0.624671, -0.024189, -0.551772, , , 
-0.352929, -0.325689, -0.025046, , , 
-0.422119, -0.314985, -0.077358, , , 
-0.378105, -0.473266, -0.123991, , , 
-0.446717, -0.379975, -0.707485, , , 
-0.418174, -0.313931, -0.072286, , , 
0.542796, 0.101932, -0.559894, , , 
0.398514, -0.518285, -0.954717, , , 
-0.350579, -0.226479, -0.067246, , , 
-0.420717, -0.443891, -0.139166, , , 
-0.319770, -0.339335, -0.153896, , , 
-0.460206, -0.542570, -0.428107, , , 
-0.336638, -0.187262, -0.800394, , , 
-0.314968, -0.366162, -0.790821, , , 
-0.294248, -0.414898, -0.843323, , , 
-0.386953, -0.248673, -0.313301, , , 
-0.154896, -0.091114, 0.107306, , , 
-0.475646, -0.180472, -0.284542, , , 
0.663295, -0.315209, -0.785834, , , 
0.717323, -0.332017, -0.879807, , , 
-0.215356, -0.192347, -0.914646, , , 
-0.127397, 0.020241, -0.699740, , , 
-0.389854, -0.383502, -0.263803, , , 
0.336933, 0.009857, -0.589867, , , 
0.633135, -0.490587, -0.889000, , , 
-0.149046, -0.051545, 0.008205, , , 
-0.068190, -0.651427, -0.890681, , , 
-0.142409, -0.094156, 0.226347, , , 
0.136611, -0.116380, -0.741990, , , 
-0.150399, -0.076259, 0.120056, , , 
0.228420, -0.002291, -0.950164, , , 
0.648150, -0.651020, -0.853344, , , 
-0.073978, -0.367648, -0.795129, , , 
-0.167589, -0.027719, 0.156260, , , 
-0.135712, 0.011782, -0.963456, , , 
-0.148457, -0.080329, 0.213658, , , 
-0.409626, -0.251722, -0.255716, , , 
-0.406236, -0.254646, -0.247421, , , 
0.595758, -0.404172, -0.587874, , , 
0.446986, -0.261629, -0.755754, , , 
-0.420191, -0.449295, -0.132999, , , 
-0.276749, -0.288913, -0.210318, , , 
0.161551, -0.045764, -1.107401, , , 
0.141182, -0.115209, -0.757604, , , 
-0.160955, -0.034254, 0.168427, , , 
-0.370984, -0.231488, -0.091991, , , 
0.048444, -0.353323, -0.777330, , , 
0.451588, 0.018516, -0.515076, , , 
-0.154805, -0.082185, 0.061467, , , 
-0.149269, -0.103932, 0.164662, , , 
-0.380112, -0.156394, -0.163811, , , 
-0.253174, -0.180663, -0.769212, , , 
0.446474, 0.050402, -0.690928, , , 
-0.435306, -0.182239, -0.145578, , , 
-0.154390, -0.085518, 0.152850, , , 
0.462993, -0.029875, -1.224752, , , 
-0.508706, -0.453793, -0.423134, , , 
-0.165600, -0.081938, 0.044386, , , 
-0.455327, -0.130343, -0.619190, , , 
0.298403, -0.061917, -1.073558, , , 
-0.154577, -0.031002, 0.168803, , , 
0.275254, 0.001820, -1.092579, , , 
-0.363870, -0.258230, -0.086836, , , 
-0.412693, -0.292763, -0.053582, , , 
-0.498870, -0.273627, -0.099438, , , 
-0.368028, -0.125328, -0.451534, , , 
-0.366986, -0.309729, 0.000862, , , 
-0.361470, -0.290740, 0.039264, , , 
-0.003310, 0.048907, -0.163363, , , 
-0.151479, -0.023308, 0.070161, , , 
-0.152163, -0.073501, 0.114916, , , 
-0.348920, -0.152983, 0.028827, , , 
-0.153077, -0.185208, -0.139752, , , 
-0.152683, -0.036995, 0.118811, , , 
-0.268228, 0.015063, -0.996094, , , 
-0.450809, -0.207132, -0.652077, , , 
0.132901, -0.047991, -0.851196, , , 
-0.422729, -0.237137, -0.049358, , , 
0.284329, -0.020887, -0.773367, , , 
-0.375492, -0.369407, -0.076620, , , 
-0.460992, -0.547421, -0.427423, , , 
-0.086755, -0.627211, -0.897311, , , 
-0.399010, -0.121185, -0.657857, , , 
-0.313718, -0.323854, -0.299453, , , 
-0.274737, 0.007363, -0.908553, , , 
-0.264177, -0.277182, -0.188598, , , 
-0.392418, -0.343386, -0.083815, , , 
